"sampno","beta","overall_prob","tshift","desired_mode","viral_peak","obs_sd","sd_mod","sd_mod_wane","true_0","intercept","LOD","incu","t_switch","level_switch","wane_rate2","prob_detect","t_unit","lnlike"
1,0.0610451437532902,0.00314368167892098,0,5,21.0320876142941,1.84735424560495,0.788828786,14,40,40,3,5,29.9124916736037,36.4277106386144,1000,0.0981794839492068,1,-1934.26236857846
11,0.0610451437532902,0.00314368167892098,0,5,21.0320876142941,1.84735424560495,0.788828786,14,40,40,3,5,29.9124916736037,36.4277106386144,1000,0.0981794839492068,1,-1934.26236857846
21,0.0610451437532902,0.00314368167892098,0,5,21.0320876142941,1.84735424560495,0.788828786,14,40,40,3,5,29.9124916736037,36.4277106386144,1000,0.0981794839492068,1,-1934.26236857846
31,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
41,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
51,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
61,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
71,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
81,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
91,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
101,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
111,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
121,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
131,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
141,0.340052572898947,0.588058369126753,0,5,19.8724850297965,2.42313078233072,0.788828786,14,40,40,3,5,29.9696550129326,35.360113727687,1000,0.252875954141393,1,-1707.98090875817
