"sampno","beta","overall_prob","tshift","desired_mode","viral_peak","obs_sd","sd_mod","sd_mod_wane","true_0","intercept","LOD","incu","t_switch","level_switch","wane_rate2","prob_detect","t_unit","lnlike"
1,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
11,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
21,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
31,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
41,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
51,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
61,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
71,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
81,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
91,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
101,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
111,0.127832217514515,0.0951520099770278,0,5,21.439888831228,5.49799480987713,0.788828786,14,40,40,3,5,23.3800787804648,38.2391420421191,1000,0.0970313874725252,1,-3447.17476717712
121,0.374119490598114,0.0484186896801978,0,5,21.7258245935021,5.06759451211428,0.788828786,14,40,40,3,5,23.4300025828025,37.6851281616495,1000,0.378979310933064,1,-3435.57640731182
131,0.374119490598114,0.0484186896801978,0,5,21.7258245935021,5.06759451211428,0.788828786,14,40,40,3,5,23.4300025828025,37.6851281616495,1000,0.378979310933064,1,-3435.57640731182
141,0.374119490598114,0.0484186896801978,0,5,21.7258245935021,5.06759451211428,0.788828786,14,40,40,3,5,23.4300025828025,37.6851281616495,1000,0.378979310933064,1,-3435.57640731182
151,0.374119490598114,0.0484186896801978,0,5,21.7258245935021,5.06759451211428,0.788828786,14,40,40,3,5,23.4300025828025,37.6851281616495,1000,0.378979310933064,1,-3435.57640731182
161,0.374119490598114,0.0484186896801978,0,5,21.7258245935021,5.06759451211428,0.788828786,14,40,40,3,5,23.4300025828025,37.6851281616495,1000,0.378979310933064,1,-3435.57640731182
171,0.411974675868494,0.201360129121682,0,5,22.1448508008489,6.39868564777548,0.788828786,14,40,40,3,5,23.4908740082641,38.311302619105,1000,0.339731678984464,1,-3436.71053185777
181,0.411974675868494,0.201360129121682,0,5,22.1448508008489,6.39868564777548,0.788828786,14,40,40,3,5,23.4908740082641,38.311302619105,1000,0.339731678984464,1,-3436.71053185777
