"sampno","beta","overall_prob","tshift","desired_mode","viral_peak","obs_sd","sd_mod","sd_mod_wane","true_0","intercept","LOD","incu","t_switch","level_switch","wane_rate2","prob_detect","t_unit","lnlike"
1,0.00692773489281534,0.544198080897331,0,5,24.6960199903697,7.1696296504233,0.788828786,14,40,40,3,5,22.6438667811453,34.3937394535169,1000,0.0442486496036872,1,-650.062876570213
11,0.00692773489281534,0.544198080897331,0,5,24.6960199903697,7.1696296504233,0.788828786,14,40,40,3,5,22.6438667811453,34.3937394535169,1000,0.0442486496036872,1,-650.062876570213
21,0.00692773489281534,0.544198080897331,0,5,24.6960199903697,7.1696296504233,0.788828786,14,40,40,3,5,22.6438667811453,34.3937394535169,1000,0.0442486496036872,1,-650.062876570213
31,0.00692773489281534,0.544198080897331,0,5,24.6960199903697,7.1696296504233,0.788828786,14,40,40,3,5,22.6438667811453,34.3937394535169,1000,0.0442486496036872,1,-650.062876570213
41,0.00692773489281534,0.544198080897331,0,5,24.6960199903697,7.1696296504233,0.788828786,14,40,40,3,5,22.6438667811453,34.3937394535169,1000,0.0442486496036872,1,-650.062876570213
51,0.00692773489281534,0.544198080897331,0,5,24.6960199903697,7.1696296504233,0.788828786,14,40,40,3,5,22.6438667811453,34.3937394535169,1000,0.0442486496036872,1,-650.062876570213
61,0.00692773489281534,0.544198080897331,0,5,24.6960199903697,7.1696296504233,0.788828786,14,40,40,3,5,22.6438667811453,34.3937394535169,1000,0.0442486496036872,1,-650.062876570213
71,0.00692773489281534,0.544198080897331,0,5,24.6960199903697,7.1696296504233,0.788828786,14,40,40,3,5,22.6438667811453,34.3937394535169,1000,0.0442486496036872,1,-650.062876570213
81,0.00692773489281534,0.544198080897331,0,5,24.6960199903697,7.1696296504233,0.788828786,14,40,40,3,5,22.6438667811453,34.3937394535169,1000,0.0442486496036872,1,-650.062876570213
91,0.00692773489281534,0.544198080897331,0,5,24.6960199903697,7.1696296504233,0.788828786,14,40,40,3,5,22.6438667811453,34.3937394535169,1000,0.0442486496036872,1,-650.062876570213
