"sampno","beta","overall_prob","tshift","desired_mode","viral_peak","obs_sd","sd_mod","sd_mod_wane","true_0","intercept","LOD","incu","t_switch","level_switch","wane_rate2","prob_detect","t_unit","lnlike"
1,0.108756097126752,0.443375788629055,0,5,15.6386470003054,4.26439042342827,0.788828786,14,40,40,3,5,22.1618864079937,38.4484032930341,1000,0.0651994485710748,1,-222.791976255023
11,0.108756097126752,0.443375788629055,0,5,15.6386470003054,4.26439042342827,0.788828786,14,40,40,3,5,22.1618864079937,38.4484032930341,1000,0.0651994485710748,1,-222.791976255023
21,0.108756097126752,0.443375788629055,0,5,15.6386470003054,4.26439042342827,0.788828786,14,40,40,3,5,22.1618864079937,38.4484032930341,1000,0.0651994485710748,1,-222.791976255023
31,0.108756097126752,0.443375788629055,0,5,15.6386470003054,4.26439042342827,0.788828786,14,40,40,3,5,22.1618864079937,38.4484032930341,1000,0.0651994485710748,1,-222.791976255023
41,0.108756097126752,0.443375788629055,0,5,15.6386470003054,4.26439042342827,0.788828786,14,40,40,3,5,22.1618864079937,38.4484032930341,1000,0.0651994485710748,1,-222.791976255023
51,0.108756097126752,0.443375788629055,0,5,15.6386470003054,4.26439042342827,0.788828786,14,40,40,3,5,22.1618864079937,38.4484032930341,1000,0.0651994485710748,1,-222.791976255023
61,0.108756097126752,0.443375788629055,0,5,15.6386470003054,4.26439042342827,0.788828786,14,40,40,3,5,22.1618864079937,38.4484032930341,1000,0.0651994485710748,1,-222.791976255023
71,0.108756097126752,0.443375788629055,0,5,15.6386470003054,4.26439042342827,0.788828786,14,40,40,3,5,22.1618864079937,38.4484032930341,1000,0.0651994485710748,1,-222.791976255023
81,0.108756097126752,0.443375788629055,0,5,15.6386470003054,4.26439042342827,0.788828786,14,40,40,3,5,22.1618864079937,38.4484032930341,1000,0.0651994485710748,1,-222.791976255023
91,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
101,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
111,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
121,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
131,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
141,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
151,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
161,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
171,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
181,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
191,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
201,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
211,0.371016056376041,0.413316125183264,0,5,14.4026238926328,3.17290933730972,0.788828786,14,40,40,3,5,21.6602610871959,36.3802284937753,1000,0.253663179672299,1,-223.062220866309
