"sampno","beta","overall_prob","tshift","desired_mode","viral_peak","obs_sd","sd_mod","sd_mod_wane","true_0","intercept","LOD","incu","t_switch","level_switch","wane_rate2","prob_detect","t_unit","lnlike"
1,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
11,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
21,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
31,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
41,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
51,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
61,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
71,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
81,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
91,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
101,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
111,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
121,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
131,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
141,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
151,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
161,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
171,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
181,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
191,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
201,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
211,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
221,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
231,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
241,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
251,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
261,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
271,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
281,-0.143985627405345,0.599102686857805,0,5,16.6708010947332,5.54412558837794,0.788828786,14,40,40,3,5,27.7931167976931,38.66263619042,1000,0.0657008505822159,1,-180.593334138304
291,-0.257046040846158,0.640613304558349,0,5,17.5321464325418,5.43088716141166,0.788828786,14,40,40,3,5,27.5648457019448,37.9180027748232,1000,0.0327297261234303,1,-182.286593843098
301,-0.257046040846158,0.640613304558349,0,5,17.5321464325418,5.43088716141166,0.788828786,14,40,40,3,5,27.5648457019448,37.9180027748232,1000,0.0327297261234303,1,-182.286593843098
311,-0.257046040846158,0.640613304558349,0,5,17.5321464325418,5.43088716141166,0.788828786,14,40,40,3,5,27.5648457019448,37.9180027748232,1000,0.0327297261234303,1,-182.286593843098
321,-0.257046040846158,0.640613304558349,0,5,17.5321464325418,5.43088716141166,0.788828786,14,40,40,3,5,27.5648457019448,37.9180027748232,1000,0.0327297261234303,1,-182.286593843098
331,-0.257046040846158,0.640613304558349,0,5,17.5321464325418,5.43088716141166,0.788828786,14,40,40,3,5,27.5648457019448,37.9180027748232,1000,0.0327297261234303,1,-182.286593843098
341,-0.257046040846158,0.640613304558349,0,5,17.5321464325418,5.43088716141166,0.788828786,14,40,40,3,5,27.5648457019448,37.9180027748232,1000,0.0327297261234303,1,-182.286593843098
351,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
361,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
371,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
381,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
391,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
401,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
411,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
421,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
431,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
441,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
451,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
461,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
471,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
481,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
491,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
501,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
511,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
521,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
531,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
541,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
551,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
561,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
571,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
581,-0.313299377217349,0.0878132628946822,0,5,16.7733498016157,5.92354264616616,0.788828786,14,40,40,3,5,27.5782424481976,39.1844623325527,1000,0.131521073663385,1,-181.130222281064
